Date,Ticker,open,high,low,close,adj_close,volume,return_1d,log_return_1d,amount
2019-01-02,SPGI,169.27000427246094,171.27000427246094,167.0,169.85000610351562,159.63076782226562,1362200.0,,,231369678.31420898
2019-01-03,SPGI,169.2899932861328,169.39999389648438,163.99000549316406,164.3699951171875,154.4805145263672,1569500.0,-0.03226382566620756,-0.032795776029125534,257978707.33642578
2019-01-04,SPGI,167.02999877929688,172.9199981689453,166.63999938964844,172.25999450683594,161.89578247070312,1946800.0,0.04800145783312382,0.04688497696002347,335355757.3059082
2019-01-07,SPGI,171.91000366210938,175.32000732421875,171.91000366210938,173.63999938964844,163.19276428222656,1820500.0,0.008011174543243849,0.00797925544412248,316111618.888855
2019-01-08,SPGI,174.75999450683594,175.25,173.0500030517578,175.22999572753906,164.68711853027344,1426700.0,0.009156855237730577,0.00911518542195644,250000634.90447998
2019-01-09,SPGI,175.13999938964844,176.2899932861328,173.27999877929688,173.66000366210938,163.21156311035156,1280100.0,-0.008959607965013161,-0.008999986617999056,222302170.6878662
2019-01-10,SPGI,173.4199981689453,177.3000030517578,172.89999389648438,177.14999389648438,166.49154663085938,1406100.0,0.02009668409984311,0.019897411137229426,249090606.41784668
2019-01-11,SPGI,176.91000366210938,177.72000122070312,175.1699981689453,175.97999572753906,165.39195251464844,1018800.0,-0.006604562287645277,-0.006626468918230266,179288419.6472168
2019-01-14,SPGI,174.3300018310547,177.5800018310547,174.00999450683594,177.02000427246094,166.36940002441406,1396900.0,0.005909811172697621,0.005892416736891448,247279243.96820068
2019-01-15,SPGI,176.4199981689453,181.7700042724609,176.1199951171875,181.6199951171875,170.69261169433594,1455000.0,0.025985711974373604,0.02565382070070754,264257092.8955078
2019-01-16,SPGI,182.3999938964844,185.7400054931641,182.0,185.0,173.86929321289062,1995300.0,0.01861031259598711,0.0184392597014158,369130500.0
2019-01-17,SPGI,183.7400054931641,186.0,183.3500061035156,185.32000732421875,174.17001342773438,1178600.0,0.001729769320101271,0.0017282749921312401,218418160.63232422
2019-01-18,SPGI,186.50999450683597,188.80999755859372,185.6100006103516,188.63999938964844,177.29026794433594,1424200.0,0.01791491438709758,0.017756333483069042,268661087.1307373
2019-01-21,SPGI,186.50999450683597,188.80999755859372,185.6100006103516,188.63999938964844,177.29026794433594,0.0,0.0,0.0,0.0
2019-01-22,SPGI,187.92999267578125,188.47000122070312,186.25999450683597,187.2899932861328,176.02145385742188,4011400.0,-0.007156520928136234,-0.007182251659203942,751295079.0679932
2019-01-23,SPGI,187.5399932861328,188.72000122070312,186.75999450683597,187.6000061035156,176.3128204345703,2519300.0,0.0016552556382933847,0.001653887212534677,472620695.37658685
2019-01-24,SPGI,187.5,189.55999755859372,187.22000122070312,188.57000732421875,177.22447204589844,1684800.0,0.0051705820316867435,0.005157260472823388,317702748.33984375
2019-01-25,SPGI,189.88999938964844,190.55999755859372,188.5200042724609,189.30999755859372,177.919921875,1070800.0,0.003924220213359142,0.003916540545798597,202713145.38574216
2019-01-28,SPGI,188.07000732421875,188.3500061035156,185.0800018310547,188.16000366210935,176.83912658691406,1763800.0,-0.006074660141118238,-0.006093185952474656,331876614.45922846
2019-01-29,SPGI,187.72999572753903,188.1300048828125,185.75999450683597,186.3500061035156,175.1380157470703,1220800.0,-0.009619459626733828,-0.009666025494768249,227496087.45117185
