Model,Horizon,N,MAE,RMSE,DirectionalAccuracy,MeanActualReturn,MeanPredReturn
NBEATS,1,2880,0.01358607174933455,0.02154408289696071,0.48020833333333335,0.001579358579908242,0.00045015822640284746
PatchTST,1,2880,0.014385071835382826,0.02233125070458201,0.4597222222222222,0.001579358579908242,0.0009299396287813477
NBEATS,5,2880,0.02904852867523209,0.04187724825082652,0.5454861111111111,0.004626902477480939,0.0026792489799421417
PatchTST,5,2880,0.029342567462269493,0.04202385830599248,0.5260416666666666,0.004626902477480939,0.001709059157988643
